		Microsoft DHCP Service Activity Log


Event ID  Meaning
00	The log was started.
01	The log was stopped.
02	The log was temporarily paused due to low disk space.
10	A new IP address was leased to a client.
11	A lease was renewed by a client.
12	A lease was released by a client.
13	An IP address was found to be in use on the network.
14	A lease request could not be satisfied because the scope's address pool was exhausted.
15	A lease was denied.
16	A lease was deleted.
17	A lease was expired and DNS records for an expired leases have not been deleted.
18	A lease was expired and DNS records were deleted.
20	A BOOTP address was leased to a client.
21	A dynamic BOOTP address was leased to a client.
22	A BOOTP request could not be satisfied because the scope's address pool for BOOTP was exhausted.
23	A BOOTP IP address was deleted after checking to see it was not in use.
24	IP address cleanup operation has began.
25	IP address cleanup statistics.
30	DNS update request to the named DNS server.
31	DNS update failed.
32	DNS update successful.
33	Packet dropped due to NAP policy.
34	DNS update request failed.as the DNS update request queue limit exceeded.
35	DNS update request failed.
36	Packet dropped because the server is in failover standby role or the hash of the client ID does not match.
50+	Codes above 50 are used for Rogue Server Detection information.

QResult: 0: NoQuarantine, 1:Quarantine, 2:Drop Packet, 3:Probation,6:No Quarantine Information ProbationTime:Year-Month-Day Hour:Minute:Second:MilliSecond.

ID,Date,Time,Description,IP Address,Host Name,MAC Address,User Name, TransactionID, QResult,Probationtime, CorrelationID,Dhcid,VendorClass(Hex),VendorClass(ASCII),UserClass(Hex),UserClass(ASCII),RelayAgentInformation,DnsRegError.
24,06/25/21,00:00:22,Database Cleanup Begin,,,,,0,6,,,,,,,,,0
30,06/25/21,00:00:22,DNS Update Request,10.8.19.100,DESKTOP-4H1K6B8.Lab.HanseSecure.de,,,0,6,,,,,,,,,0
10,06/25/21,00:00:22,Assign,10.8.19.46,Server46.Lab.HanseSecure.de,000C29B58044,,5679012304,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
30,06/25/21,00:00:22,DNS Update Request,10.8.19.102,Client2.Lab.HanseSecure.de,,,0,6,,,,,,,,,0
10,06/25/21,00:00:22,Assign,10.8.19.125,Client46.Lab.HanseSecure.de,000C29B55C96,,1543209865,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
25,06/25/21,00:00:22,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
10,06/25/21,00:00:22,Assign,10.8.19.18,Server18.Lab.HanseSecure.de,000C29B5323C,,2222222206,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
25,06/25/21,00:00:22,0 leases expired and 0 leases deleted,,,,,0,6,,,,,,,,,0
10,06/25/21,00:00:22,Assign,10.8.19.147,Client68.Lab.HanseSecure.de,000C29B599EA,,1814814801,0,,,,0x4D53465420352E30,MSFT 5.0,,,,0
31,06/25/21,00:00:22,DNS Update Failed,10.8.19.100,DESKTOP-4H1K6B8.Lab.HanseSecure.de,,,0,6,,,,,,,,,9501
